recordingId,trackId,initialFrame,finalFrame,numFrames,width,length,class
1013,1,0,12,12,2.1680230462450845,4.901169920943402,car
1013,2,0,90,90,2.167340455144707,5.245887550808294,car
1013,3,0,222,222,2.185018522260973,5.1249001205404285,car
1013,4,0,213,213,2.141471086595024,4.690235082533844,car
1013,5,0,261,261,2.2652577031041394,5.147179059851131,car
1013,6,0,3,3,2.1359363685229216,4.585592776440595,car
1013,7,0,69,69,2.261335176,5.245417434436195,car
1013,8,0,695,695,0,0,pedestrian
1013,9,0,701,701,0,0,pedestrian
1013,10,0,282,282,2.010321067595909,3.8632419293822085,car
1013,47,0,1831,1831,2.324150042,4.962374414,car
1013,48,0,1831,1831,0,0,pedestrian
1013,49,0,1831,1831,0,0,pedestrian
1013,50,0,1831,1831,0,0,pedestrian
1013,11,60,348,288,2.293602925206262,4.712057078786541,car
1013,12,117,408,291,2.5125946399999997,5.464983592499027,car
1013,13,150,381,231,2.1359363685229216,4.052045764687973,car
1013,15,198,438,240,2.2929577183131347,5.371038368836077,car
1013,16,204,500,296,1.9786682789999999,3.9260547527219885,car
1013,14,213,399,186,2.324150042,5.213728477843564,car
1013,44,276,1831,1555,2.3101015661186275,5.348677540806744,car
1013,17,339,587,248,2.2622074364667686,5.277289947471905,car
1013,18,381,617,236,2.292742609,5.245135344387621,car
1013,19,381,641,260,2.4185762767714127,4.836846653110157,car
1013,20,459,725,266,2.386964908,5.27654221767502,car
1013,34,489,1349,860,2.193354448324884,5.146316588837217,car
1013,21,560,809,249,2.072890578,3.9259291249999997,car
1013,52,575,1831,1256,2.26155327265634,4.6173199432407115,car
1013,23,602,851,249,2.104298011,5.1508190119999995,car
1013,22,617,845,228,2.041724726344553,3.8946483328159673,car
1013,24,668,914,246,2.5125946399999997,5.433485909,car
1013,25,722,974,252,2.324150042,5.276448744,car
1013,29,746,1822,1076,0,0,pedestrian
1013,30,752,1819,1067,0,0,pedestrian
1013,26,788,1052,264,2.041724726344553,3.738012345746735,car
1013,51,833,1831,998,2.318625955105677,5.32566720237622,car
1013,27,860,1097,237,2.167340455144707,5.559470515921587,car
1013,28,911,1184,273,2.3557668485815872,5.056986852396691,car
1013,32,962,1217,255,1.9786682789999999,3.8945216919999996,car
1013,55,974,1831,857,2.292742609,5.464983592499027,car
1013,33,1013,1268,255,2.261335176,5.025189279999999,car
1013,35,1076,1328,252,2.3249987365844307,5.340094918510258,car
1013,38,1079,1448,369,2.324150042,5.27654221767502,car
1013,37,1103,1400,297,2.2299277429999997,5.622018236575271,car
1013,39,1142,1690,548,2.363083236905496,5.1884090694888885,car
1013,36,1172,1828,656,0,0,pedestrian
1013,40,1253,1507,254,0,0,bicycle
1013,41,1295,1558,263,2.230148911137712,4.931367059457535,car
1013,31,1298,1831,533,0,0,pedestrian
1013,42,1325,1561,236,3.0466828906831918,11.966602921183451,car
1013,43,1382,1633,251,2.3871715269060783,5.340094918510258,car
1013,53,1507,1831,324,2.355557475,5.527708208,car
1013,54,1582,1831,249,1.8533046925736523,4.020274107413185,car
1013,45,1591,1831,240,0,0,pedestrian
1013,46,1804,1831,27,0,0,pedestrian
