recordingId,trackId,initialFrame,finalFrame,numFrames,width,length,class
5003,1,0,539,539,0,0,pedestrian
5003,2,0,542,542,0,0,pedestrian
5003,3,0,219,219,0,0,bicycle
5003,4,0,980,980,0,0,pedestrian
5003,5,0,983,983,0,0,pedestrian
5003,6,0,450,450,0,0,pedestrian
5003,7,0,456,456,0,0,pedestrian
5003,8,0,150,150,0,0,pedestrian
5003,9,0,530,530,0,0,pedestrian
5003,10,0,539,539,0,0,pedestrian
5003,11,0,486,486,0,0,pedestrian
5003,12,0,1334,1334,0,0,pedestrian
5003,13,0,78,78,0,0,pedestrian
5003,14,0,123,123,1.919968002250595,4.1847384418051,car
5003,15,0,177,177,1.8815647626946077,3.694480787732693,car
5003,16,0,527,527,1.9786682789999999,4.271410888,car
5003,55,0,381,381,1.8219018476143358,4.398834964339123,car
5003,25,0,803,803,2.01228283538899,3.9918340768285754,car
5003,19,15,521,506,1.948273725572265,4.336046092490169,car
5003,17,30,641,611,1.9786682789999999,3.706077094,car
5003,28,63,899,836,1.8533046925736523,4.397489274724906,car
5003,20,111,602,491,1.727408815,4.271526354942996,car
5003,31,180,1148,968,1.8847076904352593,3.926431611770904,car
5003,23,195,680,485,1.88444598,4.271410888,car
5003,36,285,1349,1064,1.8541029000728273,4.337069697137469,car
5003,18,312,617,305,0,0,pedestrian
5003,27,423,1232,809,1.5731957795368534,3.9966498400520623,car
5003,32,456,1271,815,1.8533046925736523,4.303849828370189,car
5003,21,462,1193,731,0,0,pedestrian
5003,22,468,1127,659,0,0,pedestrian
5003,39,468,1819,1351,1.8216311139999999,3.5490399289999996,car
5003,24,578,797,219,0,0,pedestrian
5003,26,665,1819,1154,0,0,pedestrian
5003,30,710,1085,375,0,0,pedestrian
5003,35,722,1115,393,1.9161108336814439,4.146256998888912,car
5003,29,725,1049,324,0,0,pedestrian
5003,37,854,1313,459,1.915853413,4.365746161915902,car
5003,40,881,1522,641,1.911987943839868,4.356472489156355,car
5003,33,920,1819,899,0,0,pedestrian
5003,34,932,1819,887,0,0,pedestrian
5003,38,989,1819,830,1.7979212384716343,4.062742970176541,car
5003,50,1076,1819,743,1.8972273366871417,4.312093004353323,car
5003,46,1244,1786,542,1.8232549126709565,4.202145523393199,car
5003,41,1418,1819,401,0,0,pedestrian
5003,42,1439,1819,380,0,0,pedestrian
5003,45,1472,1819,347,0,0,pedestrian
5003,43,1475,1738,263,0,0,pedestrian
5003,44,1516,1750,234,0,0,pedestrian
5003,49,1540,1819,279,1.8348500840743653,4.148873159242589,car
5003,47,1564,1819,255,0,0,pedestrian
5003,48,1579,1801,222,0,0,pedestrian
5003,51,1711,1819,108,1.758816248,4.397040619999999,car
5003,53,1711,1819,108,1.8868000670889868,4.717810444513754,car
5003,52,1744,1819,75,0,0,pedestrian
5003,54,1798,1819,21,1.853038547,4.020274107413185,car
