recordingId,trackId,initialFrame,finalFrame,numFrames,width,length,class
1001,1,0,147,147,0,0,bicycle
1001,3,0,279,279,2.795967232930708,6.1257378095568376,car
1001,4,0,240,240,2.7613546552970245,5.871174174823243,car
1001,6,0,1301,1301,2.447564145385233,4.7040953937309755,car
1001,7,0,60,60,2.508862235127985,5.270182231125093,car
1001,8,0,117,117,2.563123642227506,4.943853196754434,car
1001,9,0,60,60,2.9181883036839893,6.176094216554511,car
1001,2,0,177,177,2.4754158393285413,6.257886692141741,car
1001,5,0,459,459,2.3607862438644487,5.8367991259996606,car
1001,25,0,1301,1301,0,0,pedestrian
1001,11,60,1301,1241,0,0,pedestrian
1001,10,117,318,201,0,0,pedestrian
1001,12,225,743,518,2.834509953079207,5.93733410332026,car
1001,13,231,465,234,2.77898107050909,6.298815304429087,car
1001,14,306,617,311,2.8440640201524667,6.409733083725189,car
1001,15,315,557,242,2.632422573360451,6.100888807572071,car
1001,16,417,623,206,2.5610060737962828,5.4182145964234785,car
1001,17,665,1157,492,2.662046294397212,6.466957480902081,car
1001,19,683,848,165,2.691710459166345,6.24573743581546,car
1001,20,698,1070,372,2.625668912529201,6.375786256740061,car
1001,21,794,1028,234,2.789432733417167,6.170261794436251,car
1001,22,1001,1214,213,2.6481141327254414,6.062854942253737,car
1001,23,1082,1301,219,2.534873662648451,5.766750238635901,car
1001,24,1154,1301,147,2.7389370522840357,6.2300821504465,car
1001,18,1295,1301,6,0,0,pedestrian
