recordingId,trackId,initialFrame,finalFrame,numFrames,width,length,class
1016,1,0,114,114,2.292742609,5.276448744,car
1016,2,0,108,108,2.073128499444456,5.339633096427209,car
1016,3,0,162,162,2.324362244697726,5.371038368836077,car
1016,4,0,1034,1034,0,0,pedestrian
1016,5,0,1013,1013,0,0,pedestrian
1016,6,0,875,875,0,0,pedestrian
1016,7,0,881,881,0,0,pedestrian
1016,8,0,258,258,2.638224372,11.464100253388054,car
1016,72,0,3012,3012,2.216617271461653,4.725957753141656,car
1016,92,0,57,57,2.073128499444456,4.020642135191818,car
1016,13,9,782,773,0,0,pedestrian
1016,9,48,303,255,2.261335176,5.402078476,car
1016,10,87,399,312,2.2299277429999997,5.025287427269665,car
1016,76,96,3288,3192,2.3345252907739993,5.404360510925758,car
1016,23,165,1726,1561,0,0,pedestrian
1016,12,171,495,324,2.449981095426481,5.182321618165451,car
1016,11,186,411,225,0,0,bicycle
1016,14,213,590,377,2.294677866880877,4.996250374692802,car
1016,15,261,590,329,2.4185762767714127,5.182321618165451,car
1016,17,336,698,362,2.26155327265634,5.339633096427209,car
1016,16,354,596,242,2.261335176,5.559204361854174,car
1016,18,375,671,296,2.230148911137712,5.3393559840038645,car
1016,19,399,758,359,2.324362244697726,5.245887550808294,car
1016,21,492,854,362,2.104298011,3.8946483328159673,car
1016,20,527,737,210,2.355557475,5.150914765478876,car
1016,22,593,905,312,2.230148911137712,4.868557355333258,car
1016,26,617,1552,935,2.230591181625181,5.333348345909975,car
1016,93,635,683,48,0,0,pedestrian
1016,24,644,902,258,2.3412761461195064,5.15053174088246,car
1016,73,692,953,261,0,0,pedestrian
1016,25,704,977,273,2.169160220750893,5.2798127537417985,car
1016,28,728,1271,543,2.4289542967687954,5.0349945366993065,car
1016,27,800,1160,360,2.293602925206262,5.215998359376712,car
1016,77,980,3390,2410,2.3578595618383464,4.979638349941976,car
1016,30,1031,1412,381,2.356394857705086,5.215998359376712,car
1016,29,1079,1322,243,2.167340455144707,4.428559425475415,car
1016,31,1124,1504,380,2.292742609,4.9938806115359196,car
1016,32,1151,1684,533,2.2052402043568815,5.535019876594648,car
1016,33,1193,1576,383,2.420207144304525,5.091492664850708,car
1016,34,1244,1660,416,2.40610456315906,5.521458879087582,car
1016,35,1247,1624,377,2.198744637362453,5.528511180636195,car
1016,38,1319,1711,392,2.1994174821695616,4.901169920943402,car
1016,37,1325,1726,401,2.2622074364667686,4.7137315094630425,car
1016,36,1349,1531,182,2.292742609,5.182321618165451,car
1016,75,1403,3294,1891,2.2565317164991634,4.914435363075812,car
1016,40,1418,1768,350,2.10453238177658,3.926431611770904,car
1016,39,1448,1651,203,2.10453238177658,3.927059629818741,car
1016,42,1522,1882,360,2.450584960471701,5.026759406356077,car
1016,41,1537,1768,231,2.198744637362453,5.245135344387621,car
1016,58,1564,2395,831,0,0,bicycle
1016,43,1573,1840,267,2.3557668485815872,5.245135344387621,car
1016,44,1588,1954,366,2.072890578,3.831835542825741,car
1016,47,1675,2008,333,2.356394857705086,4.870684313930663,car
1016,46,1690,1954,264,2.292742609,5.056986852396691,car
1016,45,1702,1927,225,2.26155327265634,5.214485214808664,car
1016,48,1729,1996,267,2.3249987365844307,4.617854002941913,car
1016,49,1729,2062,333,2.104298011,4.868557355333258,car
1016,52,1798,2233,435,2.2761181436505256,5.366996401919114,car
1016,51,1813,2098,285,2.073128499444456,5.214485214808664,car
1016,50,1822,2113,291,2.230148911137712,4.8371525535428255,car
1016,53,1876,2260,384,2.2622074364667686,5.183749005962743,car
1016,54,1906,2179,273,2.324362244697726,4.931367059457535,car
1016,57,1918,2329,411,2.045103868764086,3.822169752076552,car
1016,71,1951,3189,1238,2.4315925902196356,5.08237871793804,car
1016,55,1954,2260,306,2.449779774,5.11950791991251,car
1016,56,1990,2245,255,2.261335176,5.150914765478876,car
1016,60,2104,2422,318,2.261335176,5.27654221767502,car
1016,59,2113,2392,279,0,0,bicycle
1016,61,2125,2443,318,2.167340455144707,4.8371525535428255,car
1016,62,2182,2500,318,2.3871715269060783,5.151202015235983,car
1016,63,2182,2488,306,2.2622074364667686,5.185651578516698,car
1016,64,2233,2553,320,2.449779774,5.182321618165451,car
1016,65,2278,2601,323,2.324362244697726,4.742938357247182,car
1016,66,2314,2640,326,2.073128499444456,5.245417434436195,car
1016,67,2332,2661,329,2.26155327265634,4.931067003657515,car
1016,74,2365,3099,734,2.223726104372319,4.874631917696816,car
1016,68,2440,2766,326,2.26155327265634,4.712057078786541,car
1016,69,2535,2862,327,2.041724726344553,3.8956613111367098,car
1016,70,2586,2889,303,2.1359363685229216,3.7694153808705186,car
1016,88,2604,3626,1022,2.104298011,5.3082278495847985,car
1016,87,2673,3626,953,2.230148911137712,5.088391877312889,car
1016,84,2721,3626,905,2.1359363685229216,4.7115336971631745,car
1016,86,2727,3626,899,2.10453238177658,4.1773066603877025,car
1016,89,2802,3626,824,2.1985203099999997,4.962473803615439,car
1016,83,2880,3626,746,0,0,bicycle
1016,85,2904,3626,722,2.2299277429999997,6.847108529524336,car
1016,78,2907,3483,576,2.378892772901948,5.199803832268337,car
1016,79,3051,3495,444,2.346326540942628,5.100977101232489,car
1016,80,3144,3542,398,2.1804993477803514,5.229596958760979,car
1016,81,3225,3626,401,2.068603312649258,3.8568532332141308,car
1016,82,3318,3605,287,2.261335176,5.245041311,car
1016,94,3366,3626,260,0,0,pedestrian
1016,90,3536,3626,90,2.198744637362453,5.214012267076087,car
1016,91,3596,3626,30,2.2299277429999997,5.559470515921587,car
