recordingId,trackId,initialFrame,finalFrame,numFrames,width,length,class
1011,1,0,3,3,2.10453238177658,4.9938806115359196,car
1011,2,0,102,102,2.324362244697726,5.214012267076087,car
1011,3,0,366,366,2.041724726344553,3.8632419293822085,car
1011,4,0,138,138,2.26155327265634,5.433848988580024,car
1011,5,0,225,225,2.105235337554724,3.832865121817338,car
1011,6,0,75,75,0,0,bicycle
1011,7,0,441,441,0,0,pedestrian
1011,8,0,444,444,0,0,pedestrian
1011,9,0,881,881,0,0,pedestrian
1011,10,0,797,797,0,0,pedestrian
1011,11,0,327,327,0,0,pedestrian
1011,12,0,953,953,0,0,pedestrian
1011,13,0,524,524,0,0,pedestrian
1011,14,0,572,572,0,0,pedestrian
1011,15,0,839,839,0,0,pedestrian
1011,16,0,767,767,0,0,pedestrian
1011,17,0,728,728,0,0,pedestrian
1011,18,0,255,255,2.399536103027014,4.994176893424714,car
1011,19,0,533,533,2.26155327265634,4.793107685182609,car
1011,22,0,459,459,2.311595603412777,5.006407871111368,car
1011,23,0,932,932,0,0,pedestrian
1011,24,0,447,447,0,0,bicycle
1011,27,0,851,851,2.0819124786051537,3.876369457397561,car
1011,30,0,1061,1061,2.230148911137712,4.994176893424714,car
1011,31,0,1007,1007,2.5001973789192746,5.3374157941945315,car
1011,33,0,1061,1061,2.2929577183131347,4.836846653110157,car
1011,34,0,1028,1028,2.4185762767714127,5.245887550808294,car
1011,43,0,1007,1007,2.5440020729999997,5.025287427269665,car
1011,44,3,159,156,2.5441959386564443,4.905394634640687,car
1011,20,75,665,590,0,0,pedestrian
1011,21,78,677,599,0,0,pedestrian
1011,37,99,1061,962,2.3557668485815872,4.774859550784989,car
1011,39,282,1061,779,2.10453238177658,4.836846653110157,car
1011,25,288,1061,773,0,0,pedestrian
1011,28,372,980,608,2.2656931202543604,5.196957483820991,car
1011,26,387,851,464,0,0,bicycle
1011,29,728,1061,333,0,0,pedestrian
1011,32,752,1061,309,2.26155327265634,4.774033128806443,car
1011,36,803,1061,258,2.261335176,5.1822264449999995,car
1011,38,890,1061,171,2.418372341,5.056986852396691,car
1011,40,926,1061,135,2.2622074364667686,5.026759406356077,car
1011,35,929,1061,132,0,0,pedestrian
1011,41,1049,1061,12,2.198744637362453,5.151202015235983,car
1011,42,1052,1061,9,0,0,bicycle
