recordingId,trackId,initialFrame,finalFrame,numFrames,width,length,class
6004,1,0,447,447,1.9888619004532342,4.503107450098271,car
6004,2,0,1774,1774,1.91688288830965,4.431231525130539,car
6004,3,0,1801,1801,1.8533046925736523,3.9892385655823097,car
6004,4,0,1945,1945,1.727694313525212,3.26697696526429,car
6004,5,0,2026,2026,1.9789175286424827,4.397152787972876,car
6004,6,0,396,396,0,0,pedestrian
6004,7,0,345,345,0,0,pedestrian
6004,8,0,492,492,0,0,pedestrian
6004,9,0,453,453,0,0,pedestrian
6004,10,0,3851,3851,0,0,pedestrian
6004,11,0,668,668,0,0,pedestrian
6004,12,0,677,677,0,0,pedestrian
6004,13,0,189,189,0,0,pedestrian
6004,14,0,186,186,0,0,pedestrian
6004,15,0,186,186,0,0,pedestrian
6004,16,0,213,213,0,0,pedestrian
6004,17,0,423,423,0,0,pedestrian
6004,18,0,393,393,0,0,pedestrian
6004,19,0,171,171,0,0,pedestrian
6004,20,0,66,66,0,0,pedestrian
6004,21,0,207,207,0,0,pedestrian
6004,22,0,126,126,0,0,pedestrian
6004,23,0,84,84,0,0,pedestrian
6004,24,0,21,21,0,0,pedestrian
6004,25,0,78,78,0,0,pedestrian
6004,26,0,0,0,0,0,pedestrian
6004,27,0,27,27,0,0,pedestrian
6004,28,0,42,42,0,0,pedestrian
6004,29,0,99,99,0,0,pedestrian
6004,30,0,914,914,0,0,bicycle
6004,31,0,833,833,0,0,pedestrian
6004,32,0,719,719,0,0,pedestrian
6004,33,0,162,162,2.0139978146797226,4.374774702552736,car
6004,35,0,578,578,2.0845167938627887,4.804618724591301,car
6004,36,0,384,384,2.011056954778483,4.600947744819325,car
6004,37,0,620,620,1.9475141152793438,4.341275313913083,car
6004,38,0,450,450,1.99480472814209,4.512298368052926,car
6004,41,0,740,740,1.7979212384716343,4.482028865634607,car
6004,42,0,860,860,1.982652513145764,4.568351214138448,car
6004,52,0,2715,2715,0,0,pedestrian
6004,55,0,1169,1169,2.041724726344553,4.554186085205363,car
6004,93,0,2338,2338,1.8660350404541433,3.2871446103194946,car
6004,39,45,4478,4433,2.12760729549969,4.57838077408942,car
6004,34,192,1007,815,0,0,pedestrian
6004,61,192,1319,1127,2.041724726344553,4.554510970370046,car
6004,43,231,992,761,1.7322558906090477,3.88653500152213,car
6004,44,261,782,521,2.0044242441350506,4.549201607280807,car
6004,50,318,1028,710,1.7590966491573015,4.273257984686548,car
6004,70,348,1448,1100,2.010075712,4.931067003657515,car
6004,40,372,1567,1195,0,0,pedestrian
6004,46,372,872,500,1.7000678408854755,3.3583931538794345,car
6004,45,420,1064,644,2.065501420015014,4.411822135786949,car
6004,73,456,1525,1069,1.9472608459999998,4.397152787972876,car
6004,53,569,1136,567,2.204121644708779,4.5479004102458624,car
6004,48,674,941,267,0,0,pedestrian
6004,47,686,932,246,0,0,pedestrian
6004,51,704,1160,456,0,0,pedestrian
6004,56,704,1454,750,2.021087226251389,4.111975510087565,car
6004,49,725,977,252,0,0,pedestrian
6004,54,851,1867,1016,0,0,pedestrian
6004,71,869,1612,743,1.9669179180843557,4.470459476762835,car
6004,58,902,1157,255,0,0,pedestrian
6004,57,926,1094,168,0,0,pedestrian
6004,59,935,1079,144,0,0,pedestrian
6004,60,965,1079,114,0,0,pedestrian
6004,62,1004,1525,521,0,0,pedestrian
6004,63,1013,1519,506,0,0,pedestrian
6004,79,1037,1858,821,2.041483145,4.271410888,car
6004,74,1049,1696,647,2.076931535889235,4.602341110736739,car
6004,65,1061,1738,677,0,0,pedestrian
6004,64,1064,1738,674,0,0,pedestrian
6004,66,1073,1445,372,0,0,pedestrian
6004,72,1091,1912,821,0,0,pedestrian
6004,67,1097,2125,1028,0,0,pedestrian
6004,68,1097,1840,743,0,0,pedestrian
6004,69,1115,1825,710,0,0,pedestrian
6004,80,1166,2047,881,1.8434317156196727,4.631398471535151,car
6004,84,1265,2194,929,1.919968002250595,4.327506638079893,car
6004,88,1334,2293,959,2.035676591940749,3.8950282305586876,car
6004,75,1337,1609,272,0,0,pedestrian
6004,77,1394,1849,455,0,0,pedestrian
6004,76,1433,2781,1348,0,0,pedestrian
6004,78,1460,2272,812,0,0,pedestrian
6004,98,1504,2586,1082,1.9243301135917874,4.29811609926717,car
6004,81,1510,2215,705,2.139397245275788,4.498285665210021,car
6004,94,1519,2347,828,2.035676591940749,4.159558499140508,car
6004,99,1612,2470,858,1.9714263312989877,4.643629064602149,car
6004,83,1720,1948,228,1.9786682789999999,4.051680589407659,car
6004,82,1750,2347,597,0,0,pedestrian
6004,85,1765,2026,261,1.9161108336814439,4.429450304467625,car
6004,92,1825,2395,570,2.198744637362453,4.7743430538121565,car
6004,100,1921,2541,620,1.825958034856024,4.278794490551576,car
6004,86,2008,2904,896,0,0,pedestrian
6004,87,2020,2889,869,0,0,pedestrian
6004,97,2059,2410,351,1.9472608459999998,4.616892651,car
6004,103,2077,2646,569,1.9796650892793508,4.49225115607011,car
6004,89,2107,2754,647,0,0,pedestrian
6004,105,2107,2604,497,2.110850556252797,4.377817632449063,car
6004,106,2110,2739,629,2.033979891503836,4.4798274760786105,car
6004,101,2119,2467,348,2.011056954778483,4.49225115607011,car
6004,90,2146,2248,102,0,0,pedestrian
6004,91,2170,2239,69,0,0,pedestrian
6004,109,2194,2832,638,1.950297906612328,4.266905239991464,car
6004,95,2203,2230,27,0.7230534069169643,0.7230534069169643,car
6004,96,2233,3009,776,0,0,pedestrian
6004,116,2239,3012,773,1.9786682789999999,4.52310654531268,car
6004,144,2248,3971,1723,2.0508837310723935,4.351148180300992,car
6004,146,2326,4478,2152,1.9608905762784694,4.57838077408942,car
6004,115,2350,2922,572,2.0508837310723935,4.52408782649931,car
6004,119,2371,3207,836,1.9829012619721798,4.180139373186383,car
6004,102,2386,2979,593,0,0,pedestrian
6004,104,2440,3030,590,0,0,pedestrian
6004,147,2446,4025,1579,1.6752266657269983,3.280385721376112,car
6004,120,2473,3045,572,1.9866287568253926,3.953471057312315,car
6004,121,2541,3084,543,2.1080448165684116,4.717810444513754,car
6004,110,2553,2754,201,0,0,bicycle
6004,107,2589,4451,1862,0,0,pedestrian
6004,108,2601,4445,1844,0,0,pedestrian
6004,124,2610,3749,1139,1.8533046925736523,3.361182334555743,car
6004,114,2619,2814,195,0,0,bicycle
6004,122,2634,3474,840,1.8702592338403485,4.18674158298926,car
6004,145,2655,4199,1544,1.9073390401633672,4.551586169055197,car
6004,112,2709,3453,744,0,0,pedestrian
6004,111,2712,3527,815,0,0,pedestrian
6004,113,2718,3518,800,0,0,pedestrian
6004,117,2787,3483,696,0,0,pedestrian
6004,127,2790,3875,1085,1.8227138071796896,3.3629427304522137,car
6004,123,2811,3336,525,1.9472608459999998,4.271410888,car
6004,140,2859,3785,926,2.055207960678216,4.448893648772355,car
6004,118,2886,3492,606,0,0,pedestrian
6004,158,2937,4478,1541,2.010321067595909,4.4288935260976965,car
6004,130,2970,3393,423,1.994557463842641,4.554077785,car
6004,136,3045,3611,566,2.056887150421398,4.1412579216023255,car
6004,128,3051,3408,357,2.795967232930708,8.420062756364214,car
6004,125,3126,4310,1184,0,0,pedestrian
6004,126,3132,4307,1175,0,0,pedestrian
6004,154,3210,4403,1193,1.9525726020215675,4.453325922498035,car
6004,159,3219,3995,776,2.764567817143982,10.241905632207644,car
6004,129,3243,3680,437,0,0,pedestrian
6004,131,3261,4478,1217,0,0,pedestrian
