recordingId,locationId,frameRate,referenceFrame,weekday,startTime,duration,numTracks,numVehicles,numVRUs,latLocation,lonLocation,xUtmOrigin,yUtmOrigin,orthoPxToMeter,px2meter,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y
500,0,30,1007_1669,0,0,0,0,0,0,0,0,0,0,0,0.031407433,1708,703,2681,828,2159,1619,1581,1280
