recordingId,locationId,frameRate,referenceFrame,weekday,startTime,duration,numTracks,numVehicles,numVRUs,latLocation,lonLocation,xUtmOrigin,yUtmOrigin,orthoPxToMeter,px2meter,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y
500,0,30,6004_4478,0,0,0,0,0,0,0,0,0,0,0,0.031407433,1756,612,2289,1077,1839,1573,1467,1104
