recordingId,locationId,frameRate,referenceFrame,weekday,startTime,duration,numTracks,numVehicles,numVRUs,latLocation,lonLocation,xUtmOrigin,yUtmOrigin,orthoPxToMeter,px2meter,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y
500,0,30,1011_1061,0,0,0,0,0,0,0,0,0,0,0,0.031407433,1906,633,2744,1188,1904,1674,1530,1103
