recordingId,frame,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y
500,1011_0000,1895,637,2734,1190,1898,1677,1522,1109
500,1011_0003,1895,637,2734,1192,1898,1677,1522,1109
500,1011_0006,1895,638,2734,1191,1898,1677,1522,1110
500,1011_0009,1895,638,2734,1192,1898,1677,1522,1110
500,1011_0012,1895,638,2734,1190,1898,1677,1522,1109
500,1011_0015,1895,638,2736,1190,1898,1680,1521,1111
500,1011_0018,1895,637,2736,1190,1898,1680,1521,1111
500,1011_0021,1895,638,2735,1190,1899,1678,1522,1111
500,1011_0024,1895,639,2735,1191,1898,1680,1521,1111
500,1011_0027,1896,639,2734,1191,1898,1680,1521,1111
500,1011_0030,1896,639,2735,1191,1898,1680,1521,1111
500,1011_0033,1895,639,2735,1192,1897,1680,1521,1111
500,1011_0036,1895,638,2735,1192,1896,1680,1521,1111
500,1011_0039,1895,638,2735,1192,1897,1680,1521,1111
500,1011_0042,1895,639,2735,1193,1897,1680,1521,1111
500,1011_0045,1896,639,2735,1193,1899,1680,1523,1113
500,1011_0048,1898,640,2737,1194,1899,1680,1524,1112
500,1011_0051,1898,640,2738,1194,1900,1680,1524,1112
500,1011_0054,1900,640,2737,1194,1901,1681,1525,1113
500,1011_0057,1899,640,2738,1194,1900,1682,1525,1114
500,1011_0060,1899,640,2738,1194,1900,1682,1525,1113
500,1011_0063,1900,641,2738,1193,1901,1682,1525,1113
500,1011_0066,1900,641,2738,1196,1899,1682,1525,1113
500,1011_0069,1899,641,2737,1197,1899,1683,1524,1114
500,1011_0072,1899,641,2738,1197,1899,1683,1525,1113
500,1011_0075,1899,641,2738,1196,1899,1683,1524,1114
500,1011_0078,1897,642,2738,1196,1899,1683,1524,1114
500,1011_0081,1899,641,2736,1196,1899,1683,1523,1114
500,1011_0084,1898,641,2737,1197,1898,1683,1523,1114
500,1011_0087,1896,641,2736,1198,1899,1683,1522,1114
500,1011_0090,1896,642,2736,1197,1897,1684,1522,1114
500,1011_0093,1897,641,2737,1196,1897,1683,1521,1115
500,1011_0096,1897,641,2735,1196,1897,1683,1521,1115
500,1011_0099,1896,641,2735,1196,1897,1682,1521,1115
500,1011_0102,1897,641,2735,1195,1900,1682,1521,1115
500,1011_0105,1897,641,2735,1195,1898,1682,1521,1114
500,1011_0108,1895,640,2735,1195,1898,1682,1520,1114
500,1011_0111,1895,640,2735,1194,1899,1682,1520,1114
500,1011_0114,1895,640,2735,1194,1895,1682,1520,1114
500,1011_0117,1895,640,2735,1194,1900,1682,1520,1114
500,1011_0120,1895,640,2736,1194,1897,1682,1520,1114
500,1011_0123,1895,640,2735,1194,1897,1682,1520,1114
500,1011_0126,1895,640,2735,1194,1898,1682,1520,1114
500,1011_0129,1895,639,2735,1193,1896,1682,1519,1113
500,1011_0132,1896,638,2735,1192,1897,1681,1519,1111
500,1011_0135,1895,638,2734,1192,1898,1681,1519,1111
500,1011_0138,1895,638,2734,1192,1897,1680,1519,1111
500,1011_0141,1894,637,2734,1192,1896,1681,1519,1111
500,1011_0144,1894,637,2734,1192,1897,1680,1519,1111
500,1011_0147,1894,637,2734,1192,1897,1680,1519,1111
500,1011_0150,1894,637,2734,1192,1896,1680,1518,1112
500,1011_0153,1894,637,2734,1192,1895,1679,1519,1111
500,1011_0156,1894,637,2734,1192,1897,1680,1518,1112
500,1011_0159,1894,637,2734,1192,1897,1680,1518,1112
500,1011_0162,1894,637,2734,1192,1896,1680,1518,1112
500,1011_0165,1894,637,2734,1192,1896,1679,1518,1112
500,1011_0168,1894,637,2734,1192,1895,1679,1518,1112
500,1011_0171,1894,637,2734,1192,1896,1679,1518,1112
500,1011_0174,1892,637,2732,1191,1896,1678,1517,1109
500,1011_0177,1892,637,2732,1191,1896,1678,1517,1109
500,1011_0180,1892,637,2732,1191,1895,1678,1517,1109
500,1011_0183,1892,636,2732,1191,1895,1678,1517,1109
500,1011_0186,1892,636,2732,1191,1893,1678,1516,1108
500,1011_0189,1892,636,2732,1191,1893,1677,1516,1108
500,1011_0192,1892,636,2732,1191,1893,1677,1516,1108
500,1011_0195,1892,636,2730,1191,1893,1677,1516,1108
