recordingId,frame,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y
500,1014_0000,1897,654,2750,1215,1901,1711,1515,1133
500,1014_0003,1897,654,2750,1215,1901,1711,1515,1133
500,1014_0006,1897,654,2750,1215,1901,1711,1515,1133
500,1014_0009,1897,654,2750,1215,1901,1711,1515,1133
500,1014_0012,1897,654,2750,1215,1901,1711,1515,1133
500,1014_0015,1897,654,2750,1215,1901,1711,1515,1133
500,1014_0018,1897,654,2750,1215,1901,1711,1515,1133
500,1014_0021,1897,654,2750,1215,1901,1711,1515,1133
500,1014_0024,1897,654,2750,1215,1901,1711,1515,1133
500,1014_0027,1897,654,2744,1216,1901,1711,1515,1133
500,1014_0030,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0033,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0036,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0039,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0042,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0045,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0048,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0051,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0054,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0057,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0060,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0063,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0066,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0069,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0072,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0075,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0078,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0081,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0084,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0087,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0090,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0093,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0096,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0099,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0102,1897,654,2745,1215,1897,1705,1515,1133
500,1014_0105,1897,654,2745,1215,1902,1701,1523,1130
500,1014_0108,1897,654,2745,1215,1902,1701,1523,1130
500,1014_0111,1897,654,2745,1215,1902,1701,1523,1130
500,1014_0114,1897,654,2745,1215,1902,1701,1523,1130
500,1014_0117,1897,654,2745,1215,1902,1701,1523,1130
500,1014_0120,1897,654,2745,1215,1902,1701,1523,1130
500,1014_0123,1897,654,2745,1215,1902,1701,1523,1130
500,1014_0126,1897,654,2745,1215,1902,1701,1523,1130
500,1014_0129,1897,654,2745,1215,1902,1701,1523,1130
500,1014_0132,1897,654,2745,1215,1902,1701,1523,1130
500,1014_0135,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0138,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0141,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0144,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0147,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0150,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0153,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0156,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0159,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0162,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0165,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0168,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0171,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0174,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0177,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0180,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0183,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0186,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0189,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0192,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0195,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0198,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0201,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0204,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0207,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0210,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0213,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0216,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0219,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0222,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0225,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0228,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0231,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0234,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0237,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0240,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0243,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0246,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0249,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0252,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0255,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0258,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0261,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0264,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0267,1901,653,2747,1212,1902,1701,1523,1130
500,1014_0270,1904,654,2749,1214,1902,1705,1523,1130
500,1014_0273,1904,654,2749,1214,1902,1705,1523,1130
500,1014_0276,1904,654,2749,1214,1902,1705,1523,1130
500,1014_0279,1904,654,2749,1214,1902,1705,1523,1130
500,1014_0282,1904,654,2749,1214,1902,1705,1523,1130
500,1014_0285,1904,654,2749,1214,1902,1705,1523,1130
500,1014_0288,1901,653,2750,1213,1902,1705,1523,1130
500,1014_0291,1901,653,2750,1213,1902,1705,1523,1130
500,1014_0294,1901,653,2750,1213,1902,1705,1523,1130
500,1014_0297,1901,653,2750,1213,1902,1705,1523,1130
500,1014_0300,1901,653,2750,1213,1902,1705,1523,1130
500,1014_0303,1901,653,2750,1213,1902,1705,1523,1130
500,1014_0306,1901,653,2750,1213,1902,1705,1523,1130
500,1014_0309,1901,653,2750,1213,1902,1705,1523,1130
500,1014_0312,1901,653,2750,1213,1902,1705,1523,1130
500,1014_0315,1901,653,2750,1213,1902,1705,1523,1130
500,1014_0318,1901,653,2750,1213,1902,1705,1523,1130
500,1014_0321,1901,653,2750,1213,1902,1705,1523,1130
500,1014_0324,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0327,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0330,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0333,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0336,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0339,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0342,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0345,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0348,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0351,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0354,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0357,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0360,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0363,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0366,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0369,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0372,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0375,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0378,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0381,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0384,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0387,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0390,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0393,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0396,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0399,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0402,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0405,1901,653,2746,1214,1902,1705,1521,1131
500,1014_0408,1898,652,2746,1214,1902,1705,1516,1132
500,1014_0411,1898,652,2743,1214,1902,1705,1516,1132
500,1014_0414,1898,652,2743,1214,1902,1705,1516,1132
500,1014_0417,1891,653,2739,1214,1892,1707,1513,1133
500,1014_0420,1891,653,2739,1214,1892,1707,1513,1133
500,1014_0423,1891,653,2739,1214,1892,1707,1513,1133
500,1014_0426,1891,653,2733,1217,1884,1707,1510,1133
500,1014_0429,1891,653,2733,1217,1884,1707,1510,1133
500,1014_0432,1891,653,2733,1217,1884,1707,1510,1133
500,1014_0435,1891,653,2733,1217,1884,1707,1510,1133
500,1014_0438,1891,653,2733,1217,1884,1707,1510,1133
500,1014_0441,1891,653,2733,1217,1884,1707,1510,1133
500,1014_0444,1884,653,2730,1217,1884,1707,1503,1131
500,1014_0447,1884,653,2730,1217,1884,1707,1503,1131
500,1014_0450,1884,653,2730,1217,1884,1707,1503,1131
500,1014_0453,1884,653,2730,1217,1884,1707,1503,1131
500,1014_0456,1882,653,2728,1217,1880,1708,1502,1131
500,1014_0459,1882,653,2728,1217,1880,1708,1502,1131
500,1014_0462,1882,653,2728,1217,1880,1708,1502,1131
500,1014_0465,1882,653,2728,1217,1880,1708,1502,1131
500,1014_0468,1882,653,2728,1217,1880,1708,1502,1131
500,1014_0471,1882,653,2728,1217,1880,1708,1502,1131
500,1014_0474,1882,653,2728,1217,1880,1708,1502,1131
500,1014_0477,1879,656,2724,1217,1876,1707,1499,1132
500,1014_0480,1879,656,2724,1217,1876,1707,1499,1132
500,1014_0483,1879,656,2724,1217,1876,1707,1499,1132
500,1014_0486,1879,656,2721,1217,1876,1707,1497,1133
500,1014_0489,1879,656,2722,1217,1876,1707,1495,1134
500,1014_0492,1877,655,2722,1217,1873,1709,1495,1132
500,1014_0495,1877,655,2722,1217,1873,1709,1495,1132
500,1014_0498,1877,655,2719,1217,1873,1709,1495,1132
500,1014_0500,1877,655,2719,1217,1873,1709,1495,1132
500,1014_0503,1874,656,2719,1217,1873,1709,1492,1133
500,1014_0506,1874,656,2719,1217,1873,1709,1492,1133
500,1014_0509,1874,656,2719,1217,1873,1709,1492,1133
500,1014_0512,1874,656,2719,1217,1873,1709,1492,1133
500,1014_0515,1874,656,2719,1217,1873,1709,1492,1133
500,1014_0518,1874,656,2719,1217,1873,1709,1492,1133
500,1014_0521,1874,656,2716,1217,1870,1709,1491,1133
500,1014_0524,1874,656,2716,1217,1870,1709,1491,1133
500,1014_0527,1874,656,2716,1217,1870,1709,1491,1133
500,1014_0530,1874,656,2716,1217,1870,1709,1491,1133
500,1014_0533,1874,656,2716,1217,1870,1709,1491,1133
500,1014_0536,1874,656,2716,1217,1870,1709,1491,1133
500,1014_0539,1874,656,2716,1217,1870,1709,1491,1133
500,1014_0542,1874,656,2715,1219,1867,1710,1489,1133
500,1014_0545,1874,656,2715,1219,1867,1710,1489,1133
500,1014_0548,1874,656,2715,1219,1867,1710,1489,1133
500,1014_0551,1874,656,2715,1219,1867,1710,1489,1133
500,1014_0554,1874,656,2715,1219,1867,1710,1489,1133
500,1014_0557,1874,656,2715,1219,1867,1710,1489,1133
500,1014_0560,1874,656,2713,1219,1867,1710,1487,1133
500,1014_0563,1874,656,2713,1219,1867,1710,1487,1133
500,1014_0566,1874,656,2713,1219,1867,1710,1487,1133
500,1014_0569,1874,656,2713,1219,1867,1710,1487,1133
500,1014_0572,1874,656,2713,1219,1867,1710,1487,1133
500,1014_0575,1874,656,2713,1219,1867,1710,1487,1133
500,1014_0578,1874,656,2713,1219,1867,1710,1487,1133
500,1014_0581,1866,657,2710,1219,1864,1711,1485,1132
500,1014_0584,1866,657,2710,1219,1864,1711,1485,1132
500,1014_0587,1866,657,2710,1219,1864,1711,1485,1132
500,1014_0590,1866,657,2710,1219,1864,1711,1485,1132
500,1014_0593,1864,657,2707,1222,1860,1710,1483,1133
500,1014_0596,1864,657,2707,1222,1860,1710,1483,1133
500,1014_0599,1864,657,2707,1222,1860,1710,1483,1133
500,1014_0602,1864,657,2707,1222,1860,1710,1483,1133
500,1014_0605,1864,657,2707,1222,1860,1710,1483,1133
500,1014_0608,1862,656,2705,1220,1857,1709,1479,1132
500,1014_0611,1862,656,2705,1220,1857,1709,1479,1132
500,1014_0614,1862,656,2705,1220,1857,1709,1479,1132
500,1014_0617,1862,656,2705,1220,1857,1709,1479,1132
500,1014_0620,1862,656,2705,1220,1857,1709,1479,1132
500,1014_0623,1862,656,2705,1220,1857,1709,1479,1132
500,1014_0626,1862,656,2705,1220,1857,1709,1479,1132
500,1014_0629,1859,657,2702,1220,1857,1709,1476,1132
500,1014_0632,1859,657,2702,1220,1857,1709,1476,1132
500,1014_0635,1859,657,2702,1220,1857,1709,1476,1132
500,1014_0638,1859,657,2702,1220,1857,1709,1476,1132
500,1014_0641,1859,657,2702,1220,1857,1709,1476,1132
500,1014_0644,1859,657,2702,1220,1857,1709,1476,1132
500,1014_0647,1859,657,2702,1220,1857,1709,1476,1132
500,1014_0650,1859,657,2702,1220,1857,1709,1476,1132
500,1014_0653,1859,657,2702,1220,1857,1709,1476,1132
500,1014_0656,1859,657,2702,1220,1857,1709,1476,1132
500,1014_0659,1861,658,2704,1221,1857,1711,1479,1135
500,1014_0662,1861,658,2704,1221,1857,1711,1479,1135
500,1014_0665,1861,658,2704,1221,1857,1711,1479,1135
